id,title,description,instructions,author/id,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,stats/comments,stats/remixes,remix/parent,remix/root,,description,instructions
235602610,Getting Unstuck Project One,"Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" (Remember, if you get stuck, find inspiration and support in the Teaching with Scratch Facebook group, our list of Getting Unstuck strategies, or on Twitter at #CreativeComputing.) Courtesy of gettingunstuck.gse.harvard.edu","Quick project Getting Unstuck Project One. Scratchy Cat meets the Bat. A pleasant run-in when they bump into each other. To start, click the green flag. Scratch automatically runs back and forth and the Bat flies around the screen. ",3196212,https://cdn2.scratch.mit.edu/get_image/project/235602610_480x360.png,2018-07-05T16:56:38.000Z,2018-07-05T18:38:03.000Z,2018-07-05T17:51:20.000Z,18,1,1,0,0,,,,,
235563911,Getting Unstuck Day 1,"Challenge 1 
Started by using 'when green flag is clicked' and then set original coordinates for each sprite. This was after searching for 'reset' options.
Timing (wait) and broadcasting (play, ask, broadcast) had to be worked out. Still working on.",Click Green Flag,26730957,https://cdn2.scratch.mit.edu/get_image/project/235563911_480x360.png,2018-07-05T11:28:32.000Z,2018-07-19T01:00:27.000Z,2018-07-19T01:00:27.000Z,6,1,1,0,0,,,,,
235608171,Getting Unstuck Day1 ,"I had to tinker a bit to find the best way to get the sprites to go back and forth without getting stuck on each other and throwing the dialogue out of order. In most of my projects I have moved away from using ""move_steps"", opting for ""change x by _"". In this case however, ""move_steps"" turned out to be the most efficient way to do things. So I guess I learned not to make things more complicated than they need to be.",Click the green flag. Cheers!,17767933,https://cdn2.scratch.mit.edu/get_image/project/235608171_480x360.png,2018-07-05T18:02:00.000Z,2018-07-05T18:10:50.000Z,2018-07-05T18:10:50.000Z,11,4,1,0,0,,,,,
235594844,Excuse me,I credit the Calm app that I have been using to meditate lately,"Done as part of a challenge- two characters bump into each other, exchange and part",4608038,https://cdn2.scratch.mit.edu/get_image/project/235594844_480x360.png,2018-07-05T15:54:32.000Z,2018-07-05T19:30:44.000Z,2018-07-05T18:11:18.000Z,9,1,1,0,0,,,,,
235595042,polite sprites,I wondered about using the broadcast function but though touching would work just as well. I fixed ti so they didn't rotate and had them bounce off the edge.,,33472226,https://cdn2.scratch.mit.edu/get_image/project/235595042_480x360.png,2018-07-05T15:55:26.000Z,2018-07-05T18:43:37.000Z,2018-07-05T18:16:04.000Z,10,1,1,0,0,,,,,
235605736,Day 1 - Getting Unstuck,"For Day 1 - Getting Unstuck Challenge July 5th, 2018",AZ is bored in a clothing store waiting on his mom. Click the Green Flag to see what happens when he notices a pretty girl walking by.,2360384,https://cdn2.scratch.mit.edu/get_image/project/235605736_480x360.png,2018-07-05T17:35:16.000Z,2018-07-05T18:30:18.000Z,2018-07-05T18:30:18.000Z,6,1,1,0,0,,,,,
235604834,Day 1 - Getting Unstuck,"The prompt to create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" was more of a challenge than expected.  The first impulse was to create something over the top with a lot of bells and whistles.  I think this is something that students often struggle with, starting big versus starting small.",Press the green flag to run the program.,21213359,https://cdn2.scratch.mit.edu/get_image/project/235604834_480x360.png,2018-07-05T17:24:03.000Z,2018-07-05T18:32:56.000Z,2018-07-05T18:32:56.000Z,11,1,1,0,0,,,,,
235605847,unstuck 1,"used a lot of broadcasting and wait
the ballerina is one of my favorite sprites :-)","just click the green flag
",1072279,https://cdn2.scratch.mit.edu/get_image/project/235605847_480x360.png,2018-07-05T17:36:44.000Z,2018-07-05T18:47:16.000Z,2018-07-05T18:45:46.000Z,16,3,1,0,0,,,,,
235610054,unstuck #1,,,2995115,https://cdn2.scratch.mit.edu/get_image/project/235610054_480x360.png,2018-07-05T18:25:36.000Z,2018-07-05T18:47:13.000Z,2018-07-05T18:47:13.000Z,8,1,1,0,0,,,,,
235609812,Getting Unstuck Day 1 (Interactive Story - Reader finishes),"exploring interactions between sprites
#GettingUnstuck!","Click the green flag to start the interactive story prompt. Then, when prompted complete the story.",17846897,https://cdn2.scratch.mit.edu/get_image/project/235609812_480x360.png,2018-07-05T18:22:15.000Z,2018-07-05T18:53:15.000Z,2018-07-05T18:49:14.000Z,14,1,1,0,0,,,,,
235611070,Day 1,"I got stuck on making them turn around properly! I didn't pay attention to where their starting x coordinate was and then used the = operator instead of < / > in the repeat until equation. They weren't ever going to get to x=150! I can't taking credit for getting unstuck solo though - as I was berating the dinosaurs for not doing what I wanted, a colleague mentioned having the same problem and the solution. Pair programming for the win!",Click the green flag,18341966,https://cdn2.scratch.mit.edu/get_image/project/235611070_480x360.png,2018-07-05T18:38:48.000Z,2018-07-05T19:12:47.000Z,2018-07-05T19:04:35.000Z,13,2,2,0,0,,,,,
235606313, Day1 Unstuck: 3 Strikes and you are OUT!,"I used the sensing blocks.  And then used a variable to count the strikes, so on the third strike, I could make UFO1 explode. I think I would have liked to make the ufos movement random.  

Particular like this challenge because there are so many ways to solve the challenge.  How are you going to make the sprite move?  How are you going to signal the collision for the sprites to respond? 
 ","My answer to the Getting Unstuck: Day 1 Challenge:  Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly.""  

Press the green flag.",1294980,https://cdn2.scratch.mit.edu/get_image/project/235606313_480x360.png,2018-07-05T17:41:25.000Z,2018-07-08T01:18:18.000Z,2018-07-05T19:09:31.000Z,19,4,1,0,0,,,,,
235583551,Get Unstuck #1: Excuse Me,,,199913,https://cdn2.scratch.mit.edu/get_image/project/235583551_480x360.png,2018-07-05T14:14:59.000Z,2018-07-05T19:21:38.000Z,2018-07-05T19:12:49.000Z,8,2,1,0,0,,,,,
235605355,GettingUnstuck#1 - Bat Meets Dinosaur!,"Learnt a little about variables on this. Used a variable to hold the direction of travel (-20 or +20) . Also think I have finally learnt that the 0,0 co-ordinates is in the middle, not the bottom left!

I suspect there is a better way to bounce off walls and change direction without needing to know how many steps it takes!","Getting Unstuck: Day 1 challenge - Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" 

Bat randomly moves up and down while moving side to side and eventually hits dinosaur (who is also going left and right). If the bat goes too high he suddenly forgets how to fly and drops down nearer the dinosaur. A collision brings out the short spoken exchange.",15872912,https://cdn2.scratch.mit.edu/get_image/project/235605355_480x360.png,2018-07-05T17:30:49.000Z,2018-07-05T19:36:57.000Z,2018-07-05T19:16:05.000Z,5,1,1,0,0,,,,,
235598096,Collide,"Unstuck Day 1: Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" ",Click on the green flag to start.,25332755,https://cdn2.scratch.mit.edu/get_image/project/235598096_480x360.png,2018-07-05T16:14:18.000Z,2018-07-05T19:29:36.000Z,2018-07-05T19:17:17.000Z,13,1,1,0,0,,,,,
235614192,day 01,,,771142,https://cdn2.scratch.mit.edu/get_image/project/235614192_480x360.png,2018-07-05T19:22:16.000Z,2018-07-05T19:23:51.000Z,2018-07-05T19:23:51.000Z,5,1,1,0,0,,,,,
235612888,Day 1,The Scratch's cat does a random walk and will eventually touch Gobo.,,214,https://cdn2.scratch.mit.edu/get_image/project/235612888_480x360.png,2018-07-05T19:03:17.000Z,2018-07-05T19:36:46.000Z,2018-07-05T19:33:42.000Z,8,3,2,0,0,,,,,
235611917,Getting Unstuck Challenge 1,"My approach is fairly conventional, with Cat sensing when it's touching Beetle, then broadcasting. But this way, it's always Cat who apologizes, even if Beetle is the one who runs into Cat. Thinking about ways to determine who's ""at fault"" and should apologize. Also, I might have everybody slow down for a bit after a collision.","Cat and Beetle are playing in the garden, but not watching where they're going! Click the green flag and watch. 
Then remember to be polite if you run into somebody IRL!",1188602,https://cdn2.scratch.mit.edu/get_image/project/235611917_480x360.png,2018-07-05T18:50:16.000Z,2018-07-05T19:53:58.000Z,2018-07-05T19:40:13.000Z,9,2,1,0,0,,,,,
235611332,polite stars with broadcast,"This time I tried using the broadcast function with the sprites 
moving at different speeds and a short wait built in as well.",,33472226,https://cdn2.scratch.mit.edu/get_image/project/235611332_480x360.png,2018-07-05T18:42:24.000Z,2018-07-06T08:35:19.000Z,2018-07-05T19:36:43.000Z,11,4,2,0,0,,,,,
235614886,Getting Unstuck Day 1,"I chose to use the ""touching"" block to make the two sprites interact, but I'd like to explore more ways to have them interact when they're not overlapping. ",Click on the green flag!,2752403,https://cdn2.scratch.mit.edu/get_image/project/235614886_480x360.png,2018-07-05T19:33:57.000Z,2018-07-05T19:43:58.000Z,2018-07-05T19:40:33.000Z,12,1,2,0,0,,,,,
235615601,day1,"Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" ",,24618980,https://cdn2.scratch.mit.edu/get_image/project/235615601_480x360.png,2018-07-05T19:45:21.000Z,2018-08-07T15:44:31.000Z,2018-07-05T19:45:38.000Z,8,1,1,0,0,,,,,
235614136,Getting Unstuck Day 1,I chose two sprites - diver and a shark - who bump into each other under the sea. I love this project because it makes me feel like one of my students,"Getting Unstuck Challenge 1

Press the green flag to get started.",21000359,https://cdn2.scratch.mit.edu/get_image/project/235614136_480x360.png,2018-07-05T19:21:19.000Z,2018-07-05T20:00:36.000Z,2018-07-05T19:55:07.000Z,11,1,1,0,0,,,,,
235612785,GettingUnstuck-01,,"Green flag to start.
During daytime the bat asks for forgiveness and the ball graciously reply, after sunset the roles switch.",25876369,https://cdn2.scratch.mit.edu/get_image/project/235612785_480x360.png,2018-07-05T19:01:57.000Z,2018-07-05T19:55:40.000Z,2018-07-05T19:54:01.000Z,9,3,1,0,0,,,,,
235605186,Oi! Excuse Me! (ad infinitum),"SpriteGIF: @partyonmarz
BGs: David Whyte",oi!,8793718,https://cdn2.scratch.mit.edu/get_image/project/235605186_480x360.png,2018-07-05T17:28:34.000Z,2018-07-06T03:01:11.000Z,2018-07-05T20:04:37.000Z,33,8,3,0,0,,,,,
235590907,Walk in the Woods,,Press the Green Flag to start.,22788794,https://cdn2.scratch.mit.edu/get_image/project/235590907_480x360.png,2018-07-05T15:23:43.000Z,2018-07-05T21:25:14.000Z,2018-07-05T20:08:01.000Z,6,2,1,0,0,,,,,
235613884,01 Getting Unstuck - Polite Wizards,,Press the green flag to start.,5401184,https://cdn2.scratch.mit.edu/get_image/project/235613884_480x360.png,2018-07-05T19:17:40.000Z,2018-07-05T20:10:09.000Z,2018-07-05T20:08:06.000Z,10,1,1,0,0,,,,,
235575586,Excuse Me  - Day 1 of Getting UnStuck,"This is a pretty simplified version of two fish colliding and responding back and forth when they do so.

I did not have as much time to work on this as I thought I would.","Click on Green Flag to start

This is for the Day 1 of Getting Unstuck group",588430,https://cdn2.scratch.mit.edu/get_image/project/235575586_480x360.png,2018-07-05T13:07:25.000Z,2018-07-15T21:23:11.000Z,2018-07-05T20:08:42.000Z,6,1,1,0,0,,,,,
235616394,day1 - Collision in 3D scenario,"I had hard fun playing with layers and custom blocks to simulate 3d walk
#GettingUnstuck","#GettingUnstuck#1 Challenge: Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" ",2143382,https://cdn2.scratch.mit.edu/get_image/project/235616394_480x360.png,2018-07-05T19:58:30.000Z,2018-07-06T06:37:49.000Z,2018-07-05T20:01:48.000Z,55,13,6,0,0,,,,,
235616960,UnstuckDay1,,"Unstuck Project Day 1

Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other    
sprite says, ""Certainly.""",18198558,https://cdn2.scratch.mit.edu/get_image/project/235616960_480x360.png,2018-07-05T20:07:57.000Z,2018-07-07T04:59:19.000Z,2018-07-05T20:21:12.000Z,7,1,1,0,0,,,,,
235616461,Day 1 - Getting Unstuck,,,26079479,https://cdn2.scratch.mit.edu/get_image/project/235616461_480x360.png,2018-07-05T19:59:42.000Z,2018-07-24T22:06:39.000Z,2018-07-05T20:27:29.000Z,6,1,1,0,0,,,,,
235618502,Untitled-3,,Натисніть зелений прапорець,34214776,https://cdn2.scratch.mit.edu/get_image/project/235618502_480x360.png,2018-07-05T20:34:01.000Z,2018-07-05T20:41:37.000Z,2018-07-05T20:40:55.000Z,4,2,1,0,0,,,,,
235617119,Day 1 - Colliding sealife,"For some reason, when they touch, sometimes it only sees one touching the other, but not both. I probably should use broadcast instead of just ""if touching.""",Click the Green Flag!,31044612,https://cdn2.scratch.mit.edu/get_image/project/235617119_480x360.png,2018-07-05T20:10:10.000Z,2018-07-10T20:30:02.000Z,2018-07-05T20:48:42.000Z,11,1,1,0,0,,,,,
235582188,Getting Unstuck: Day 1 - Dino Bump,"Getting Unstuck Email series for the prompt
Scratch team for the initial dino sprites and backdrop.","Base sprites part of the provided Scratch Graphics. I edited both dinos to have a fairly basic walk cycle consisting of 3-4 frames. 

Used broadcast for the final response. ",7665372,https://cdn2.scratch.mit.edu/get_image/project/235582188_480x360.png,2018-07-05T14:03:06.000Z,2018-07-05T20:53:45.000Z,2018-07-05T20:53:45.000Z,10,3,1,0,0,,,,,
235618780,Getting Unstuck Day 1,"For this challenge I had only the prince move. I originally had them both sensing if the other was touching and was concerned that they both might not sense each other, so I changed it to the prince sensing and then sending a broadcast and wait. He turns the other way after the princess answers him. Broadcast and wait worked better than broadcast in this case because I didn't want the prince to leave until after the princess said ""certainly"".
",The prince runs into the princess. ,266894,https://cdn2.scratch.mit.edu/get_image/project/235618780_480x360.png,2018-07-05T20:38:41.000Z,2018-07-05T20:59:14.000Z,2018-07-05T20:53:07.000Z,12,2,1,0,0,,,,,
235618006,Getting Unstuck 1,"I tried to make it random which one will say ""Excuse me"" and which one will say ""Certainly"". It's a little buggy at the moment - sometimes it works right, sometimes they both say ""Excuse me"", and sometimes they are terribly rude. Right now I have both sprites broadcasting different triggers when they collide depending on the results of a random variable, but maybe having only one sprite do it will be more reliable.
Edit: That made it a little better.

I loved all the different versions of this project in the studio. One thing I didn't do that a lot of other people did was play with sounds and backgrounds. In the future I will work on those fun details!","Press GO! to make Pico and Giga move, and STOP! to make them stop. Click the green flag to reset them to their original positions.

",18044195,https://cdn2.scratch.mit.edu/get_image/project/235618006_480x360.png,2018-07-05T20:25:23.000Z,2018-07-06T17:45:39.000Z,2018-07-05T20:59:46.000Z,14,3,1,0,0,,,,,
235619862,Getting Unstuck: Day 1,https://gettingunstuck.gse.harvard.edu/strategies.html,"Getting Unstuck: Day 1
Enjoying playing with spinning patterns and randomly gliding sprites to create a hypnotising animation.
I did have it creating multiple clones but that was a little too much!",34186303,https://cdn2.scratch.mit.edu/get_image/project/235619862_480x360.png,2018-07-05T20:56:54.000Z,2018-07-05T21:27:36.000Z,2018-07-05T21:22:25.000Z,10,5,2,0,0,,,,,
235614793,"Small pool, big floats","This project responds to the prompt for Getting Unstuck:  Day 1:  ""Create a project that whenever two sprites collide, one of them says, 'Excuse me!' and the other sprite says, 'Certainly.'""
The bouncing and colliding wasn't as easy as I thought!  I used two strategies:  1) Problem?  Opportunity! and 2) Try something else.  This led me to give each sprite a territory, and to send the dog back  a layer.  It still isn't perfect, but I'm pleased enough to call it a day!","Just click the green flag, sit back, and enjoy.",527557,https://cdn2.scratch.mit.edu/get_image/project/235614793_480x360.png,2018-07-05T19:32:17.000Z,2018-07-05T21:44:35.000Z,2018-07-05T21:32:10.000Z,16,5,2,0,0,,,,,
235620578,Happy Cat and Crazy Bettle,"This is Day 1 of the Unstuck project for teachers. It's 21 day of scratch projects you can get more details here https://gettingunstuck.gse.harvard.edu/index.html 
",Just click the green flag and see what happens,34181964,https://cdn2.scratch.mit.edu/get_image/project/235620578_480x360.png,2018-07-05T21:07:56.000Z,2018-07-05T21:43:19.000Z,2018-07-05T21:41:44.000Z,4,1,1,0,0,,,,,
235621563,Day 1: The polite alien,,,24957617,https://cdn2.scratch.mit.edu/get_image/project/235621563_480x360.png,2018-07-05T21:23:59.000Z,2018-07-09T09:09:31.000Z,2018-07-05T21:48:12.000Z,8,2,1,0,0,,,,,
235615218,Getting Unstuck: Day 1,"Getting Unstuck: Day 1
Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly.""",Just click the green flag!.,34197892,https://cdn2.scratch.mit.edu/get_image/project/235615218_480x360.png,2018-07-05T19:39:04.000Z,2018-07-10T20:36:20.000Z,2018-07-05T21:51:52.000Z,6,1,1,0,0,,,,,
235622056,Must to meet,"This project responds to the prompt for Getting Unstuck: Day 1: ""Create a project that whenever two sprites collide, one of them says, 'Excuse me!' and the other sprite says, 'Certainly.'""",Just push the yellow flag to start move objects,23356305,https://cdn2.scratch.mit.edu/get_image/project/235622056_480x360.png,2018-07-05T21:32:08.000Z,2018-07-05T21:54:31.000Z,2018-07-05T21:50:44.000Z,12,1,1,0,0,,,,,
235622591,Getting Unstuck: Day 1,,,26997619,https://cdn2.scratch.mit.edu/get_image/project/235622591_480x360.png,2018-07-05T21:41:36.000Z,2018-07-05T22:01:58.000Z,2018-07-05T21:58:08.000Z,7,2,1,0,0,,,,,
235624147,Day_1_HxH,,,8010550,https://cdn2.scratch.mit.edu/get_image/project/235624147_480x360.png,2018-07-05T22:07:23.000Z,2018-07-05T22:15:27.000Z,2018-07-05T22:15:25.000Z,15,1,1,0,0,,,,,
235621375,Unstuck - Day 1,"Thank you, Karen and Paulina for these Unstuck Challenges!  I cannot wait to do all of them.  After looking at the instructions, I have decided that I would like to do these with my daughter.  Watching her learn and talk through her thought process will help me understand how a student might think their way through the project.  So here's some of our dialogue from today's challenge: 
Me: Let's read the directions and figure out how we're going to do this.
Mik: Ok
Me: Now that you've read the directions, what do you want the project to look like?
Mik: Can I pick any sprite?
Me: Sure, but let's not spend too much time deciding.
Mik: Ok, lets use the Scratch Cat.
Me (while we are looking for sprites): Do you want both of the sprites to move or just one?
Mik: Both.  Let's pick one that's pointing away from the cat so he turns around when the cat runs into him.
Me: Ok - how about the Dog2?
--------------------
Me: Because our sprites will be changing directions and moving, I like to initialize the program by setting their starting positions and directions. (***later we realized that we would be changing size as well, so we set the starting size too)
--------------------
One of our first troubleshooting issues we ran into was when we tested the program and the dog did not move.
Me: Hmm, the dog quickly turned around and the Scratch Cat didn't move, but quickly said, ""Excuse me.""  Why?
Mik: I don't know.
Me: Well, let's look at the code.  When is the cat supposed to say ""Excuse me?""
Mik: When it touches the dog?
Me: Are the two touching each other when we press the green flag?
Mik (tries it): yes
Me: Maybe we need a wait command.
Mik: ok, where should we put it?
Me: Well, let's look at the code - the first few things happen quickly, but we need them to move to their locations before they move.
Mik: Let's put it right before they move.
We tested it and it worked.
---------------------------
At one point, Mik wanted to use the send a message command (she remembered this from a previous project we worked on where sprites were having a conversation).  So we discussed where in her code this would work well and I explained how she could call the message whatever she wanted. 
-----------------------------
Throughout the creation project, my daughter wanted to add more and more.  Even though we accomplished the challenge, I wanted to see where her creativity would lead her.  
Mik: I want the dog to get smaller so he looks like he's moved to the side so the cat can pass.
Me: Ok, lets shrink him - where do you think this would be?
Mik: Under looks (she looks through the blocks) what about set size to?
Me: Let's try it.  When do you want this to happen?
Mik: After he say's, ""Certainly.""
Me: Ok, now if we are going to be changing the size, what do we need to do at the beginning? 
Mik: Set his size to big.
Me: Let's do it.
----------------------------
Me: How are you going to get the cat to keep moving after the dog gets smaller?
Mik: Use a broadcast?
Me: Exactly - do it.
---------------------------------
After running the code, Mik wanted the animation to look even more realistic.
Mik: Can we make it so the dog gradually gets smaller, not suddenly skipping?
Me: Sure, lets try changing his size little by little - try a change size by block.  But you want it to keep getting smaller, so what does it need?
Mik: We could make it repeat.
At this point, I showed her how to gradually change size by 1 twenty five times to go from 75 to 50. 
Me: if we use a 1 it will get bigger, what should we do to make it get smaller?
Mik: Negative 1?
Me: Try it -- perfect.
------------------------------
We could have kept going, but I explained that we already kinda went above and beyond.  I really enjoyed watching my daughter express herself through this activity.  She was really excited and enjoyed the challenge.  If only we had time to sit with all of our students one on one to see their thought process in action.  This is where pair programming and reflections could accomplish similar goals. Getting the kiddos to think about their thinking is important. 
 
",Click Green Flag to Start,2456527,https://cdn2.scratch.mit.edu/get_image/project/235621375_480x360.png,2018-07-05T21:20:56.000Z,2018-07-05T22:33:00.000Z,2018-07-05T22:33:00.000Z,3,1,1,0,0,,,,,
235624239,Unstuck Day One,,,2356410,https://cdn2.scratch.mit.edu/get_image/project/235624239_480x360.png,2018-07-05T22:08:57.000Z,2018-07-05T22:38:21.000Z,2018-07-05T22:34:07.000Z,6,2,1,0,0,,,,,
235577612,Getting Unstuck Day-1 project: Raining ,"Having inspired by the weather conditions in Urbana (IL), I created two cloud sprites to cause a rain. This project prompt (show how rain occurs) to children (for elementary school students and maybe even for middle graders) can be helpful to learn the coding through Scratch. I learned the use of ""broadcast"" block.  ",Click the Green Flag to see how rain occurs :) ,18032106,https://cdn2.scratch.mit.edu/get_image/project/235577612_480x360.png,2018-07-05T13:24:43.000Z,2018-07-05T23:31:00.000Z,2018-07-05T22:51:29.000Z,19,3,1,0,0,,,,,
235621927,Getting Unstuck: Day 1 Collision,,Click the green flag!,18190669,https://cdn2.scratch.mit.edu/get_image/project/235621927_480x360.png,2018-07-05T21:29:58.000Z,2018-07-07T07:30:51.000Z,2018-07-05T22:55:37.000Z,9,2,1,0,0,,,,,
235626421,Getting Unstuck: Day 1,,,9505598,https://cdn2.scratch.mit.edu/get_image/project/235626421_480x360.png,2018-07-05T22:47:18.000Z,2018-07-05T23:11:44.000Z,2018-07-05T23:11:44.000Z,12,2,1,0,0,,,,,
235625990,Day 1-Excuse Me Challenge - Rude Wizard,"Day 1 - Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" ",,16509596,https://cdn2.scratch.mit.edu/get_image/project/235625990_480x360.png,2018-07-05T22:39:31.000Z,2018-07-18T01:21:10.000Z,2018-07-05T23:12:19.000Z,7,1,1,0,0,,,,,
235626816,Getting unstuck 1,,,10121312,https://cdn2.scratch.mit.edu/get_image/project/235626816_480x360.png,2018-07-05T22:55:19.000Z,2018-07-05T23:13:20.000Z,2018-07-05T23:08:05.000Z,8,1,1,0,0,,,,,
235625826,Unstuck 01 - Polite divers,"I wanted the divers to swim back and forth, and when they bumped each other, to say ""Excuse Me"" and ""Certainly."" At first I used the glide command but  I realized the sensing wouldn't work quite right.
I learned that a simple idea can grow complicated quickly. Also the timing of the display messages could be improved I think.
",Press the green flag and watch :-),19123745,https://cdn2.scratch.mit.edu/get_image/project/235625826_480x360.png,2018-07-05T22:36:30.000Z,2018-07-06T21:22:36.000Z,2018-07-05T23:11:54.000Z,8,1,1,0,0,,,,,
235622069,Excuse Me!,"Today's prompt: 
Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly.""

I've found the prompt very funny and generative. A few days ago I made a Scratch project with my avatar floating into space, so I started from there. I experimented with different ways to move the sprites while keeping the code simple. Just before adding my project to the studio, I checked out other projects. It was awesome to see the variety of projects generated by that simple prompt, and to recognize so many friends who are participating to this online adventure. I loved to see my friend @lilyland reference to getting ""unstuck"" on her sailboat, so I decided to work more on my project, playing with the idea of getting stuck and unstuck. It was really fun!

The music is ""The Blue Danube Waltz"" by Johann Strauss
https://www.imagevienna.com/en/services/downloadarea/downloads.html","Green flag to start floating.
Space bar to get unstuck!

This is for Day 1 of Getting Unstuck!
https://gettingunstuck.gse.harvard.edu/

",2286560,https://cdn2.scratch.mit.edu/get_image/project/235622069_480x360.png,2018-07-05T21:32:21.000Z,2018-07-19T01:49:28.000Z,2018-07-05T23:28:45.000Z,11,3,1,0,0,,,,,
235623935, The Hasty Knight Unstuck Day 1,"Getting Unstuck Day 1: Exploring interactions between sprites.
Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" ",Click on the green flag,8789156,https://cdn2.scratch.mit.edu/get_image/project/235623935_480x360.png,2018-07-05T22:03:49.000Z,2018-07-05T23:34:45.000Z,2018-07-05T23:01:31.000Z,14,2,1,0,0,,,,,
235625991,Hip Hop Champ (Getting Unstuck Day 1),,Click the green flag to get started.,34198395,https://cdn2.scratch.mit.edu/get_image/project/235625991_480x360.png,2018-07-05T22:39:32.000Z,2018-07-15T04:01:37.000Z,2018-07-06T23:48:08.000Z,1,0,0,0,0,,,,,
235627193,Getting Unstuck: Day 1,Getting Unstuck: Day 1,Click the green flag at the top to get started.,14143361,https://cdn2.scratch.mit.edu/get_image/project/235627193_480x360.png,2018-07-05T23:01:41.000Z,2018-07-05T23:42:18.000Z,2018-07-05T23:41:33.000Z,6,1,1,0,0,,,,,
235625354,Getting Unstuck Day 1,"#gettingunstuck
Music by The Roots ""Don't Feel Right""
I got the idea for a variable from one of the projects in the studio. I had to set the counter higher because the robot randomly moves, so if I only did 3, the project would play for like 5 seconds.

Still working on what will happen after 5 bumps. I have the robot dissolve but I want it to dissolve at the same time as the space sound. ",,17824064,https://cdn2.scratch.mit.edu/get_image/project/235625354_480x360.png,2018-07-05T22:28:04.000Z,2018-07-06T01:58:09.000Z,2018-07-05T23:07:50.000Z,8,1,1,0,0,,,,,
235623712,5-July: Unstuck: Manners-2,"Through trial and error, I knew that I needed to write a script for each sprite and have them interact.- I looked at the different script categories and found 'color A is touching B.' I added those to both sprites, but found that they didn't react to each other. I searched 'touching' and came across TheLogFather's ""Why touching tests 'fail.'"" That introduced me to the Broadcast block. I then searched on 'Broadcast' and used DockStreetCodes' 'Broadcast and Receive.' After additional experimentation, I got a working project.","Day 1 of gettingunstuck@gse.harvard.edu. Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" Repeats 10 times.",34179488,https://cdn2.scratch.mit.edu/get_image/project/235623712_480x360.png,2018-07-05T22:00:28.000Z,2018-07-05T23:30:29.000Z,2018-07-05T22:03:00.000Z,13,2,1,0,0,,,,,
235625730,Can I Come In?,"After creating the sprites, I was initially unsure how to have the U.S. respond. I thought initially that I would have the U.S. sprite respond when any character sprite moved (to a set coordinate location within the U.S.), though this wasn't *really* meeting the challenge, just a simulation of what that kind of response might look like. A quick trip to the sensing blocks and I found the 'touching (dropdown)' block, which seemed it would come in handy. A trip back to the control blocks and I found the 'wait until' block. By combining these blocks,  If I signaled to start by pressing the green button, the response became no longer simulated -- if someone moves the character sprites arbitrarily, the U.S. sprite will respond to touching a character sprite. Perhaps I should have the character sprites speak if they're touching the U.S. sprite. I think I'd also like to add some more scenarios and potential conversations.","Press the green flag to start, then click on character sprites (:",25705937,https://cdn2.scratch.mit.edu/get_image/project/235625730_480x360.png,2018-07-05T22:34:47.000Z,2018-07-09T09:59:28.000Z,2018-07-05T23:50:08.000Z,33,8,2,0,0,,,,,
235613177,Collide 1 #GettingUnstuck,"I'm a newbie to this, so this was not an easy task. I had a difficult time programming Crabby to say ""Certainly"" after it touched diver. I used the If, Then code, but something still was not quite right. The other projects are great, they seem to be pros at this!",,18062705,https://cdn2.scratch.mit.edu/get_image/project/235613177_480x360.png,2018-07-05T19:07:42.000Z,2018-07-06T00:00:50.000Z,2018-07-05T23:57:52.000Z,6,1,1,0,0,,,,,
235629437,Unstuck Puzzle One,"At first I made an error and sometimes the girl would say ""Excuse Me"" and sometimes she would say ""Certainly"", while the cat only said ""Certainly"".  I think I found my mistake.  Also, next time I want to not have the Sprites moving in circles:-)",Click on  the green flag to make the polite Sprites twirl across the screen.,24826697,https://cdn2.scratch.mit.edu/get_image/project/235629437_480x360.png,2018-07-05T23:39:11.000Z,2018-07-06T11:53:47.000Z,2018-07-06T00:01:31.000Z,10,1,1,0,0,,,,,
