,studio,project_id,title,description,instructions,writing,author/id,project_author_username,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,remix/parent,remix/root,studio_numberscript_count,variable_count,list_count,comment_count,costume_count,sprite_count,block_count,block_unique_count,random_block_count,Unnamed: 12,language
876,6,236069638,Echo Sketch,"This project was created for Day 7 of Getting Unstuck. I was inspired by some of the cool pen projects that I saw other people make for previous days of Getting Unstuck.

Might come back later and work a little more on the sound.","Click the green flag, use the mouse to draw a shape on the stage, then sit back and enjoy.","This project was created for Day 7 of Getting Unstuck. I was inspired by some of the cool pen projects that I saw other people make for previous days of Getting Unstuck.

Might come back later and work a little more on the sound.Click the green flag, use the mouse to draw a shape on the stage, then sit back and enjoy.",56239,jsh,https://cdn2.scratch.mit.edu/get_image/project/236069638_480x360.png,2018-07-11T01:11:59.000Z,2018-07-11T13:43:09.000Z,2018-07-11T11:42:56.000Z,44,19,5,,,7,3,19,3,0,3,1,113,38,0,['en']
877,6,208438168,Rainbow Star Math,,"Rainbow Star Math

Remix and make your own shapes by changing the degrees! 

Press the green flag!","nanRainbow Star Math

Remix and make your own shapes by changing the degrees! 

Press the green flag!",25417130,mrbeasley,https://cdn2.scratch.mit.edu/get_image/project/208438168_480x360.png,2018-03-07T18:50:02.000Z,2018-07-11T12:21:23.000Z,2018-07-11T11:22:57.000Z,32,7,4,,,7,12,0,0,0,4,2,36,16,0,['en']
878,6,236106240,Day7,,,,34225248,maths77680,https://cdn2.scratch.mit.edu/get_image/project/236106240_480x360.png,2018-07-11T11:18:22.000Z,2018-07-11T11:24:17.000Z,2018-07-11T11:24:16.000Z,17,1,0,,,7,1,0,0,0,3,1,12,12,0,[]
879,6,236105987,Getting Unstuck Day 7,"I love the pen and use it a lot. I'm always interested in new ways to use it, and this is something I've experimented a bit with recently.","It's a very simple project to use! Click the green flag, and when you're happy with your art work, click space to pause.

It's best run on turbo mode - so before you click the green flag press shift. This speeds up the effect.","I love the pen and use it a lot. I'm always interested in new ways to use it, and this is something I've experimented a bit with recently.It's a very simple project to use! Click the green flag, and when you're happy with your art work, click space to pause.

It's best run on turbo mode - so before you click the green flag press shift. This speeds up the effect.",4610900,coderangers,https://cdn2.scratch.mit.edu/get_image/project/236105987_480x360.png,2018-07-11T11:15:15.000Z,2018-07-11T13:55:36.000Z,2018-07-11T11:48:20.000Z,50,22,5,,,7,7,0,0,0,7,4,40,19,1,['en']
880,6,236106694,Kaleido!,"I almost cheated, as I made another project similar in the past (this one https://scratch.mit.edu/projects/151194070/ ). I'm fascinated by the beautifulness of random patterns just giving a hint of regularity (for example symmetry, or recursivity... like the mandelbrot fractal or bismuth crystals, but also trees or snails).

I stuck in trying to get a 90° direction only, and trying to get unstuck I discovered that the glitched version was giving better looking results than the regular one. So I kept 'em both.","The direction of the trails is changed by pointer x and the dimension by the y.

Left/Right = change background
Up/Down = change bg brightness

SPACE = makes movement more or less angular 
Mouse button = changes color ","I almost cheated, as I made another project similar in the past (this one https://scratch.mit.edu/projects/151194070/ ). I'm fascinated by the beautifulness of random patterns just giving a hint of regularity (for example symmetry, or recursivity... like the mandelbrot fractal or bismuth crystals, but also trees or snails).

I stuck in trying to get a 90° direction only, and trying to get unstuck I discovered that the glitched version was giving better looking results than the regular one. So I kept 'em both.The direction of the trails is changed by pointer x and the dimension by the y.

Left/Right = change background
Up/Down = change bg brightness

SPACE = makes movement more or less angular 
Mouse button = changes color ",12148328,Mattioli2,https://cdn2.scratch.mit.edu/get_image/project/236106694_480x360.png,2018-07-11T11:24:48.000Z,2018-07-11T15:25:06.000Z,2018-07-11T12:11:56.000Z,20,8,3,,,7,11,2,0,0,13,4,114,36,0,['en']
881,6,236109944,Unstuck Day 07 Pen Intro,"This is the lesson I use to introduce the pen blocks to students. They have previously created a forever->>move-->bounce on edge script to get the sprite moving around the stage, so now they add pen down and change pen color to make a cool rainbow pattern. 

There are a few different patterns that generate discussion, and when students start plugging other numbers in the change pen color by block that makes for a new burst of excitement. They love being able to control what happens, even if they aren't sure exactly why their changes have a specific effect. The big idea is that they are controlling the action through code.

Additional extensions include creating key events to change pen size and clear the stage while the main script is running. Instead of randomizing the beginning direction, younger students go under the hood of the sprite and manually drag the blue direction line to a starting angle.","The green flag erases the design and centers the cat.

Space key begins the cat on a drawing journey around the stage.

What cool design will your cat make?","This is the lesson I use to introduce the pen blocks to students. They have previously created a forever->>move-->bounce on edge script to get the sprite moving around the stage, so now they add pen down and change pen color to make a cool rainbow pattern. 

There are a few different patterns that generate discussion, and when students start plugging other numbers in the change pen color by block that makes for a new burst of excitement. They love being able to control what happens, even if they aren't sure exactly why their changes have a specific effect. The big idea is that they are controlling the action through code.

Additional extensions include creating key events to change pen size and clear the stage while the main script is running. Instead of randomizing the beginning direction, younger students go under the hood of the sprite and manually drag the blue direction line to a starting angle.The green flag erases the design and centers the cat.

Space key begins the cat on a drawing journey around the stage.

What cool design will your cat make?",14632339,scratchteacheralpha032,https://cdn2.scratch.mit.edu/get_image/project/236109944_480x360.png,2018-07-11T12:10:57.000Z,2018-07-11T15:07:21.000Z,2018-07-11T12:14:46.000Z,6,2,0,,,7,2,0,0,0,3,1,15,15,1,['en']
882,6,236108186,Getting Unstuck: Day 7,"This was fun playing with the numbers. I did not want the shapes to take too long to draw, but did not want to rush the image.

If I did not have a meeting at 8 am I would play more and try to add more options. 

Update: I forgot I remixed a previous project - bonus - click anywhere on the screen to change the background color!","Click the green flag to get started.

Press the buttons to explore.

Are you a patient user? Press a color and wait until done, then press another color.

...or you can just press buttons one after another!","This was fun playing with the numbers. I did not want the shapes to take too long to draw, but did not want to rush the image.

If I did not have a meeting at 8 am I would play more and try to add more options. 

Update: I forgot I remixed a previous project - bonus - click anywhere on the screen to change the background color!Click the green flag to get started.

Press the buttons to explore.

Are you a patient user? Press a color and wait until done, then press another color.

...or you can just press buttons one after another!",17807175,ogranatedu,https://cdn2.scratch.mit.edu/get_image/project/236108186_480x360.png,2018-07-11T11:45:33.000Z,2018-07-11T15:53:15.000Z,2018-07-11T12:23:01.000Z,17,7,1,,,7,13,0,0,0,15,12,78,14,11,['en']
883,6,236105393,Moving pen robot (Getting Unstuck Day 7),"This is my first Getting Unstuck project for the challenge of @karenb and @paulinah: gettingunstuck.gse.harvard.edu. 

It was fun to try to come up with a pen project within a day. Therefore I needed a project idea that would not take a lot of time. I was reading a book about the micro:bit and I saw a simple robot drawing and thought it would be fun to try to make a robot using pen.

This pen project only uses lines and dots. If I had more time I would use squares too, but it's much more time consuming to make them with pen in Scratch.

I've used a random number in this kind of pen projects for the first time. I just tried it and thought it looked cool.

Do you want to see some cool examples of the use of pen in Scratch, check out these Scratchers if you like:
@hugmyster
@dapontes
@leszpio
@icampeao
@dodekagonia
@selim_tezel
@mathjp
@PullJosh

I also recommend this 100 % pen studio on Scratch: https://scratch.mit.edu/studios/3935624/
","Arrow keys to move this weird looking robot.

This project is made for day 7 of the Getting Unstuck Challenge:
Use the Pen blocks to automatically draw a pattern on the stage.

","This is my first Getting Unstuck project for the challenge of @karenb and @paulinah: gettingunstuck.gse.harvard.edu. 

It was fun to try to come up with a pen project within a day. Therefore I needed a project idea that would not take a lot of time. I was reading a book about the micro:bit and I saw a simple robot drawing and thought it would be fun to try to make a robot using pen.

This pen project only uses lines and dots. If I had more time I would use squares too, but it's much more time consuming to make them with pen in Scratch.

I've used a random number in this kind of pen projects for the first time. I just tried it and thought it looked cool.

Do you want to see some cool examples of the use of pen in Scratch, check out these Scratchers if you like:
@hugmyster
@dapontes
@leszpio
@icampeao
@dodekagonia
@selim_tezel
@mathjp
@PullJosh

I also recommend this 100 % pen studio on Scratch: https://scratch.mit.edu/studios/3935624/
Arrow keys to move this weird looking robot.

This project is made for day 7 of the Getting Unstuck Challenge:
Use the Pen blocks to automatically draw a pattern on the stage.

",2676515,PinkyPepper,https://cdn2.scratch.mit.edu/get_image/project/236105393_480x360.png,2018-07-11T11:07:54.000Z,2018-07-12T20:30:49.000Z,2018-07-11T12:35:44.000Z,56,19,7,,,7,11,3,0,0,4,1,247,31,7,['en']
884,6,236109864,Day 7 Getting unstuck,"For the amount of time I could work on this I am happy with my basic flower.

What I don't understand is the yellow dot at the start of my green stem.  I have pen up and pen down with only 1 step for the yellow I am confused about it.",Prompt: Create a project that uses the Pen blocks to automatically draw a pattern on the stage. ,"For the amount of time I could work on this I am happy with my basic flower.

What I don't understand is the yellow dot at the start of my green stem.  I have pen up and pen down with only 1 step for the yellow I am confused about it.Prompt: Create a project that uses the Pen blocks to automatically draw a pattern on the stage. ",20446522,smccown,https://cdn2.scratch.mit.edu/get_image/project/236109864_480x360.png,2018-07-11T12:10:00.000Z,2018-07-12T11:53:01.000Z,2018-07-11T12:39:19.000Z,6,1,0,,,7,3,0,0,0,5,2,52,15,0,['en']
885,6,236109442,Guess the sprite pattern - Getting Unstuck Day 7,"I made a horrible tic tac toe project first. But then I was looking around at some  of the other projects and saw @coderangers awesome project.
https://scratch.mit.edu/projects/236105987/#player
This isn't a remix exactly, but more of a homage to a really cool idea. 
I've barely ever used the pen before either, so this was all very new to me. ","Hold down shift, click the green flag (This will enable turbo mode) then click the green flag again. You should get a random sprite and be able to guess who it is!","I made a horrible tic tac toe project first. But then I was looking around at some  of the other projects and saw @coderangers awesome project.
https://scratch.mit.edu/projects/236105987/#player
This isn't a remix exactly, but more of a homage to a really cool idea. 
I've barely ever used the pen before either, so this was all very new to me. Hold down shift, click the green flag (This will enable turbo mode) then click the green flag again. You should get a random sprite and be able to guess who it is!",22706156,mrwaltermqp,https://cdn2.scratch.mit.edu/get_image/project/236109442_480x360.png,2018-07-11T12:04:31.000Z,2018-07-11T12:44:39.000Z,2018-07-11T12:37:36.000Z,15,4,0,,,7,21,0,0,0,17,9,57,21,3,['en']
886,6,236113076,Day 7 Getting Unstuck,"Oggi mi sono divertita con mia figlia per realizzare questo progetto. Un continuo: ""e se adesso aggiungiamo i colori....e se adesso aumentiamo lo spessore...""",Clicca sulla bandierina verde e inizia a disegnare.,"Oggi mi sono divertita con mia figlia per realizzare questo progetto. Un continuo: ""e se adesso aggiungiamo i colori....e se adesso aumentiamo lo spessore...""Clicca sulla bandierina verde e inizia a disegnare.",10086796,ANTONELLA_CARROZZINI,https://cdn2.scratch.mit.edu/get_image/project/236113076_480x360.png,2018-07-11T12:47:39.000Z,2018-07-11T13:34:51.000Z,2018-07-11T12:48:22.000Z,15,4,1,,,7,16,0,0,0,16,10,54,15,0,['it']
887,6,236049433,Unstuck Day 7 - birth of a peacock,"My favorite part of making this project was just playing with colors over and over again, and seeing how different tweaks to numbers would impact the over all image!","Use down up arrow, down arrow, or space bar (or some mix!) to create a design :) Hold down each button or let them run their courses! Mix and match and see what happens :)

Use the a to stop all and then keep going, or take a photo to use as a bkg!

Press and hold two keys at once and see what happens :)

I'm not sure if the left arrow key brightens the lines but it is supposed to.","My favorite part of making this project was just playing with colors over and over again, and seeing how different tweaks to numbers would impact the over all image!Use down up arrow, down arrow, or space bar (or some mix!) to create a design :) Hold down each button or let them run their courses! Mix and match and see what happens :)

Use the a to stop all and then keep going, or take a photo to use as a bkg!

Press and hold two keys at once and see what happens :)

I'm not sure if the left arrow key brightens the lines but it is supposed to.",24267830,asparklekat,https://cdn2.scratch.mit.edu/get_image/project/236049433_480x360.png,2018-07-10T19:47:19.000Z,2018-07-11T13:58:11.000Z,2018-07-11T13:01:01.000Z,20,4,0,,,7,13,1,0,0,2,1,85,29,10,['en']
888,6,236113563,Untitled-9,,"Click the green flag to see the satellites monitor the progress of the pattern being constructed. 
Click the clear button to clear the pattern. ","nanClick the green flag to see the satellites monitor the progress of the pattern being constructed. 
Click the clear button to clear the pattern. ",22256610,MrDiedrich,https://cdn2.scratch.mit.edu/get_image/project/236113563_480x360.png,2018-07-11T12:52:03.000Z,2018-07-11T13:11:33.000Z,2018-07-11T13:05:36.000Z,11,2,0,,,7,3,0,0,0,5,3,24,10,4,['en']
889,6,236109735,Getting Unstuck day 7,"My first attempt at today's project (left arrow) is an iteration of something I have done before. I felt that I ought to challenge myself a bit so I worked on the second pattern (right arrow). It isn't overly complex, but it took some tinkering and math to get everything lined up just so. With more time I would work on a more complicated design.","left arrow for a semi-random pattern
right arrow for a linear pattern
space to clear","My first attempt at today's project (left arrow) is an iteration of something I have done before. I felt that I ought to challenge myself a bit so I worked on the second pattern (right arrow). It isn't overly complex, but it took some tinkering and math to get everything lined up just so. With more time I would work on a more complicated design.left arrow for a semi-random pattern
right arrow for a linear pattern
space to clear",17767933,MrQuentin,https://cdn2.scratch.mit.edu/get_image/project/236109735_480x360.png,2018-07-11T12:08:19.000Z,2018-07-11T13:12:40.000Z,2018-07-11T13:12:40.000Z,9,3,1,,,7,3,1,0,2,3,1,63,22,3,['en']
890,6,236109740,G.U. PENNA-Day 7,Uso della penna accompagnato da alcuni effetti ottici e sonori (a caso).,"G.U. Day 7
Clicca sulla bandierina verde per vedere gli effetti.
Clicca su spazio per fermare tutto.","Uso della penna accompagnato da alcuni effetti ottici e sonori (a caso).G.U. Day 7
Clicca sulla bandierina verde per vedere gli effetti.
Clicca su spazio per fermare tutto.",13746945,carlapoppi,https://cdn2.scratch.mit.edu/get_image/project/236109740_480x360.png,2018-07-11T12:08:24.000Z,2018-07-11T13:35:41.000Z,2018-07-11T13:34:00.000Z,7,2,1,,,7,8,0,0,0,15,2,70,28,5,['it']
891,6,236066270,Getting Unstuck: Day 7 — Sine Crawlers,"Reflection

The task was to use the ""pen blocks to automatically draw a pattern on the stage."" For this example, I decided to use sine waves. To accomplish this, I utilized the sin operator block. Local variables and clones were needed to create autonomous agents that walk across the screen while generating the sine wave patterns.

If I spent more time on this, I would play with more modulations to get a more interesting pattern.",Click the green flag and watch as the image emerges.,"Reflection

The task was to use the ""pen blocks to automatically draw a pattern on the stage."" For this example, I decided to use sine waves. To accomplish this, I utilized the sin operator block. Local variables and clones were needed to create autonomous agents that walk across the screen while generating the sine wave patterns.

If I spent more time on this, I would play with more modulations to get a more interesting pattern.Click the green flag and watch as the image emerges.",26264460,JacobAtInnovEd,https://cdn2.scratch.mit.edu/get_image/project/236066270_480x360.png,2018-07-11T00:25:16.000Z,2018-07-11T13:41:55.000Z,2018-07-11T13:31:48.000Z,23,12,2,,,7,3,7,0,0,3,1,71,24,0,['en']
892,6,236105078,Magic Pencil! - GettingUnstuck#7,"Getting Unstuck challenge/activity #7 - ""Create a project that uses the Pen blocks to automatically draw a pattern on the stage.""

First pattern was accidentally created when trying to make a basic circle. But I just went with it and made adjustments to see what other patterns could be made.

Improvements would be to make some of the variables set via user input so that the user could experiment.  Also needs a ""Try another pattern?"" button rather than relying on using flag to restart.",Click the flag to start or reset (to pick another pattern),"Getting Unstuck challenge/activity #7 - ""Create a project that uses the Pen blocks to automatically draw a pattern on the stage.""

First pattern was accidentally created when trying to make a basic circle. But I just went with it and made adjustments to see what other patterns could be made.

Improvements would be to make some of the variables set via user input so that the user could experiment.  Also needs a ""Try another pattern?"" button rather than relying on using flag to restart.Click the flag to start or reset (to pick another pattern)",15872912,IainMillar,https://cdn2.scratch.mit.edu/get_image/project/236105078_480x360.png,2018-07-11T11:03:46.000Z,2018-07-11T13:44:02.000Z,2018-07-11T13:40:20.000Z,11,4,2,,,7,18,1,0,1,7,4,67,22,0,['en']
893,6,236109208,GettingUnstucked day7,"thank to all scratch community: as I decide to follow Getting Unstucked, i choose not to do any remix. Although I find a lot of inspiration in different projects! thank you all!!!",click on green flag and write answer!,"thank to all scratch community: as I decide to follow Getting Unstucked, i choose not to do any remix. Although I find a lot of inspiration in different projects! thank you all!!!click on green flag and write answer!",25103547,annag79,https://cdn2.scratch.mit.edu/get_image/project/236109208_480x360.png,2018-07-11T12:01:17.000Z,2018-07-11T13:43:09.000Z,2018-07-11T13:40:40.000Z,11,1,0,,,7,4,0,0,0,4,2,49,18,2,['en']
894,6,236116756,day 7,,"press green flag.
","nanpress green flag.
",34188789,fun-timeonly,https://cdn2.scratch.mit.edu/get_image/project/236116756_480x360.png,2018-07-11T13:21:10.000Z,2018-07-11T13:46:39.000Z,2018-07-11T13:46:25.000Z,7,2,0,,,7,7,0,0,0,6,5,65,13,10,['en']
895,6,236107104,GIORNO 7,,"PARTIRE DALLA BANDIERINA VERDE E PREMERE IN SEQUENZA
a b c d   ","nanPARTIRE DALLA BANDIERINA VERDE E PREMERE IN SEQUENZA
a b c d   ",28304428,rosasorre,https://cdn2.scratch.mit.edu/get_image/project/236107104_480x360.png,2018-07-11T11:30:38.000Z,2018-07-11T13:44:02.000Z,2018-07-11T13:42:52.000Z,14,0,0,,,7,8,0,0,0,7,2,70,15,0,[]
896,6,236119583,GettingUnstuck_#7,"This project was created for Getting Unstuck Day 7, using Pen function to draw the patterns. I want to pay tribute to Yayoi Kusama (草間彌生) the great artist who loves to create the fanatic works with dots. I'm feeling happy to see the dots can be stamped in order on the shape. ",Click the Green Flag. ,"This project was created for Getting Unstuck Day 7, using Pen function to draw the patterns. I want to pay tribute to Yayoi Kusama (草間彌生) the great artist who loves to create the fanatic works with dots. I'm feeling happy to see the dots can be stamped in order on the shape. Click the Green Flag. ",31325002,little1kidslab,https://cdn2.scratch.mit.edu/get_image/project/236119583_480x360.png,2018-07-11T13:44:03.000Z,2018-07-11T13:58:36.000Z,2018-07-11T13:44:46.000Z,13,2,2,,,7,7,2,0,0,13,1,178,27,14,['en']
897,6,236118947,G.U. PENNA-Day 7 copy,"Copia di G.U. Penna Day 7 : ho usato il blocco penna anche per le palline.
Uso della penna accompagnato da alcuni effetti ottici e sonori (a caso).","G.U. Day 7
Clicca sulla bandierina verde per vedere gli effetti.
Clicca su spazio per fermare tutto.","Copia di G.U. Penna Day 7 : ho usato il blocco penna anche per le palline.
Uso della penna accompagnato da alcuni effetti ottici e sonori (a caso).G.U. Day 7
Clicca sulla bandierina verde per vedere gli effetti.
Clicca su spazio per fermare tutto.",13746945,carlapoppi,https://cdn2.scratch.mit.edu/get_image/project/236118947_480x360.png,2018-07-11T13:38:51.000Z,2018-07-11T13:59:40.000Z,2018-07-11T13:57:53.000Z,10,4,2,,,7,10,0,0,0,15,2,82,29,7,['it']
898,6,236113395,Getting Unstuck: Day 7,"Getting Unstuck: Day 7
Challenge: Create a project that uses the Pen blocks to automatically draw a pattern on the stage.
I used for the first time the block  ""radq of 9"". It was very interesting.",Click on green flag. Click on red bottom to stop everything.,"Getting Unstuck: Day 7
Challenge: Create a project that uses the Pen blocks to automatically draw a pattern on the stage.
I used for the first time the block  ""radq of 9"". It was very interesting.Click on green flag. Click on red bottom to stop everything.",17615581,ClaGua,https://cdn2.scratch.mit.edu/get_image/project/236113395_480x360.png,2018-07-11T12:50:49.000Z,2018-07-22T14:55:46.000Z,2018-07-11T14:00:35.000Z,12,2,0,,,7,2,0,0,0,3,1,16,14,0,['en']
899,6,236121412,Getting Unstuck Day 7,"I love generative art. I just threw a few blocks together, starting with a simple random walk with the pen down and it evolved into this over about 15 minutes!

Try changing the initial colour and the values set for ""dist"" and ""angle"" at the start of the script. You could display the values or change the variables to sliders on the stage to try to understand and adjust the action.

Run without turbo mode set to follow the action in slow motion.

If I had more time I'd have experimented even further and maybe ended up with a totally different effect.","Getting Unstuck Day 7

Create a project that uses the Pen blocks to automatically draw a pattern on the stage. 

USE TURBO MODE - HOLD SHIFT AND CLICK GREEN FLAG THEN RELEASE SHIFT AND CLICK GREEN FLAG AGAIN TO RUN ","I love generative art. I just threw a few blocks together, starting with a simple random walk with the pen down and it evolved into this over about 15 minutes!

Try changing the initial colour and the values set for ""dist"" and ""angle"" at the start of the script. You could display the values or change the variables to sliders on the stage to try to understand and adjust the action.

Run without turbo mode set to follow the action in slow motion.

If I had more time I'd have experimented even further and maybe ended up with a totally different effect.Getting Unstuck Day 7

Create a project that uses the Pen blocks to automatically draw a pattern on the stage. 

USE TURBO MODE - HOLD SHIFT AND CLICK GREEN FLAG THEN RELEASE SHIFT AND CLICK GREEN FLAG AGAIN TO RUN ",2314547,RoboSquid,https://cdn2.scratch.mit.edu/get_image/project/236121412_480x360.png,2018-07-11T13:58:48.000Z,2018-07-11T14:31:23.000Z,2018-07-11T14:18:53.000Z,30,9,4,,,7,1,3,0,0,2,1,18,14,2,['en']
900,6,236124561,Chequerboard,,"Just click the green flag and watch the checks appear. 

Just playing with patterns of dashed lines. 

Loops in loops.

Added some sliders and colour effects. Have fun.","nanJust click the green flag and watch the checks appear. 

Just playing with patterns of dashed lines. 

Loops in loops.

Added some sliders and colour effects. Have fun.",7393328,SwiftV,https://cdn2.scratch.mit.edu/get_image/project/236124561_480x360.png,2018-07-11T14:25:57.000Z,2018-07-11T21:25:55.000Z,2018-07-11T14:34:34.000Z,16,5,0,,,7,3,2,0,1,3,1,84,14,0,['en']
901,6,236110062,Curved Lines (day-7),"Getting Unstuck Day-7
by Massimo Marletta

In this project I use Pen blocks to draw straight lines according to a mathematical rule. Despite the fact that the lines are all straight, the overall figure seems curved as an equilateral hyperbola is formed.

To make more readable the code I used a custom block that perform the drawing of a single line given the coordinates of the two ends.

The drawing is made by a Sprite (which is hidden). The click on the Stage is notified to the Sprite by means of a broadcast message.

Revision - I added some improvements to the drawing: the pen color is changed at each line and lines are wider.","
Click on the screen or press the green flag to see the drawing take shape.

You will see a series of straight lines giving the illusion of a curve (equilateral hyperbola).","Getting Unstuck Day-7
by Massimo Marletta

In this project I use Pen blocks to draw straight lines according to a mathematical rule. Despite the fact that the lines are all straight, the overall figure seems curved as an equilateral hyperbola is formed.

To make more readable the code I used a custom block that perform the drawing of a single line given the coordinates of the two ends.

The drawing is made by a Sprite (which is hidden). The click on the Stage is notified to the Sprite by means of a broadcast message.

Revision - I added some improvements to the drawing: the pen color is changed at each line and lines are wider.
Click on the screen or press the green flag to see the drawing take shape.

You will see a series of straight lines giving the illusion of a curve (equilateral hyperbola).",4804940,max_marl,https://cdn2.scratch.mit.edu/get_image/project/236110062_480x360.png,2018-07-11T12:12:35.000Z,2018-07-11T15:33:12.000Z,2018-07-11T14:35:18.000Z,38,8,1,,,7,5,2,0,0,5,1,32,19,0,['en']
902,6,236121358,Unstuck 7,"For this unstuck challenge I wanted to make something beautiful and simple, and I was leaning toward circles after working on a pi project overnight ( https://scratch.mit.edu/projects/236080764/ ).","Click the green flag.  Try turbo mode (shift green flag) and run the program repeatedly.

Please tinker with variables, colors, and number of loops when you remix!","For this unstuck challenge I wanted to make something beautiful and simple, and I was leaning toward circles after working on a pi project overnight ( https://scratch.mit.edu/projects/236080764/ ).Click the green flag.  Try turbo mode (shift green flag) and run the program repeatedly.

Please tinker with variables, colors, and number of loops when you remix!",33815227,daveywonder,https://cdn2.scratch.mit.edu/get_image/project/236121358_480x360.png,2018-07-11T13:58:22.000Z,2018-07-11T15:05:30.000Z,2018-07-11T14:41:10.000Z,13,2,0,,,7,4,4,0,0,2,1,79,24,8,['en']
903,6,236125646,Gordon_Getting Unstuck Day 7,I love the polygon project so I decided to make this my Day 7 project.  It is a simple project but is rich in thinking and math.  It is great fun doing this project with students.,"Click the green flag, enter the number of polygons you would like to draw and then enter the side numbers of each polygon.","I love the polygon project so I decided to make this my Day 7 project.  It is a simple project but is rich in thinking and math.  It is great fun doing this project with students.Click the green flag, enter the number of polygons you would like to draw and then enter the side numbers of each polygon.",18900622,gordoncr,https://cdn2.scratch.mit.edu/get_image/project/236125646_480x360.png,2018-07-11T14:34:48.000Z,2018-07-11T14:48:55.000Z,2018-07-11T14:48:55.000Z,8,1,0,,,7,2,2,0,0,6,1,19,13,0,['en']
904,6,236125206,day 7,,#NAME?,nan#NAME?,23593293,despoinaf,https://cdn2.scratch.mit.edu/get_image/project/236125206_480x360.png,2018-07-11T14:31:04.000Z,2018-07-11T15:00:21.000Z,2018-07-11T14:59:17.000Z,8,3,0,,,7,5,0,0,0,5,1,31,10,0,[]
905,6,236112092,Music in the air - Getting Unstuck Day 7,"Getting Unstuck Day 7: a project that uses the Pen blocks to automatically draw a pattern on the stage. 

I love playing with color and sounds. With the surprise idea still in my mind from the last challenge, I used many times the random blocs.
If I had more time, I would like to make a dancing pentagram with the notes. I would need to control 5 more sprites.

I would like to use other music (Freesound.org mp3 files) but I could not import any of them into the project. :(  I hope to fix it",Click on the green flag,"Getting Unstuck Day 7: a project that uses the Pen blocks to automatically draw a pattern on the stage. 

I love playing with color and sounds. With the surprise idea still in my mind from the last challenge, I used many times the random blocs.
If I had more time, I would like to make a dancing pentagram with the notes. I would need to control 5 more sprites.

I would like to use other music (Freesound.org mp3 files) but I could not import any of them into the project. :(  I hope to fix itClick on the green flag",2176961,HeloisaZal,https://cdn2.scratch.mit.edu/get_image/project/236112092_480x360.png,2018-07-11T12:37:42.000Z,2018-07-12T00:08:31.000Z,2018-07-11T15:13:03.000Z,11,4,0,,,7,11,0,0,0,9,4,108,25,16,['en']
906,6,236129705,TurtleArt - never ending flower,Getting Unstuck: Day 7,"Click on the turtle to see her while creates the flower. When the turtle finish the painting, she waits for one sec and restart to draw with different color","Getting Unstuck: Day 7Click on the turtle to see her while creates the flower. When the turtle finish the painting, she waits for one sec and restart to draw with different color",2143382,CyberParra,https://cdn2.scratch.mit.edu/get_image/project/236129705_480x360.png,2018-07-11T15:08:28.000Z,2018-07-11T15:18:11.000Z,2018-07-11T15:18:11.000Z,44,14,2,,,7,6,3,0,0,4,1,41,23,0,['en']
907,6,236117612,Getting Unstuck: Day 7,"Need to work on this some more, especially as I can",,,24912473,DominicMyers,https://cdn2.scratch.mit.edu/get_image/project/236117612_480x360.png,2018-07-11T13:28:21.000Z,2018-07-16T16:38:23.000Z,2018-07-11T15:24:17.000Z,13,1,0,,,7,3,9,0,0,3,1,173,18,0,[]
908,6,236125289,Getting Unstuck: Day 7. Catch the heart.,"I would like the score change anytime the ball touched the heart, but I don't know why it doesn't work.
",Click on the green flag.,"I would like the score change anytime the ball touched the heart, but I don't know why it doesn't work.
Click on the green flag.",18190669,MaestraLIMda,https://cdn2.scratch.mit.edu/get_image/project/236125289_480x360.png,2018-07-11T14:31:48.000Z,2018-07-11T21:47:28.000Z,2018-07-11T15:18:49.000Z,11,4,1,,,7,4,1,0,0,10,2,43,25,0,['en']
909,6,236131588,Getting Unstuck Day 7,,"The Earth moves along an elliptical path (defined by the ellipse equation). The moon follows the Earth, rotating around it at a certain distance, doing approx 12 rotations per year.","nanThe Earth moves along an elliptical path (defined by the ellipse equation). The moon follows the Earth, rotating around it at a certain distance, doing approx 12 rotations per year.",14159575,mauretta,https://cdn2.scratch.mit.edu/get_image/project/236131588_480x360.png,2018-07-11T15:24:21.000Z,2018-07-11T15:29:12.000Z,2018-07-11T15:24:56.000Z,14,6,0,,,7,4,3,0,0,4,3,32,16,0,['en']
910,6,236131850,Getting Unstuck Day 7,"I loved this!  It reminded me of using Spirograph as a child and also of using Sherston's adventure program Crystal Rainforest.
I wonder how small I could get the pattern to go.",Click on the green flag to see the pattern,"I loved this!  It reminded me of using Spirograph as a child and also of using Sherston's adventure program Crystal Rainforest.
I wonder how small I could get the pattern to go.Click on the green flag to see the pattern",3297086,IT_Lady,https://cdn2.scratch.mit.edu/get_image/project/236131850_480x360.png,2018-07-11T15:26:35.000Z,2018-07-11T15:35:59.000Z,2018-07-11T15:35:59.000Z,9,2,2,,,7,1,0,0,0,3,1,29,8,0,['en']
